,Line,Site Less,Site More,Prediction,Lean,DFS Pickem Sites Factor,Sportsbooks Factor,RotoWire Projection Factor,Hit Rate Factor,RotoWire Projection,Weighted Hit Rate,At Home,Average Line Variance,Implied Less ,Implied More ,Hit Rate Last 10,Hit Rate Last 10 Outcomes,Hit Rate Last 20 Outcomes,Hit Rate Last 30 Outcomes,Hit Rate Last 5 Outcomes,Hit Rate Previous Season,Hit Rate Season,Hit Rate Vs Opponent,RotoWire Projection Difference,RotoWire Projection Difference ,PrizePicks,PrizePicks Line,Underdog,Underdog Line,DraftKings Pick6,DraftKings Pick6 Line,BetMGM Line,BetMGM Less,BetMGM More,BetMGM Less ,BetMGM More ,BetRivers Line,BetRivers Less,BetRivers More,BetRivers Less ,BetRivers More ,DraftKings Line,DraftKings Less,DraftKings More,DraftKings Less ,DraftKings More ,FanDuel Line,FanDuel Less,FanDuel More,FanDuel Less ,FanDuel More ,PointsBet Line,PointsBet Less,PointsBet More,PointsBet Less ,PointsBet More 
77,12.5,-115,-145,3.8,1,0,8.3,68.3,-62.5,14.55,25,1,0.1,47,53,20,1100000000,1.1e+19,1.1e+29,11000,40,33,0,2.05,16.38,12.5,12.5,12.5,12.5,-1,-1,12.5,100,-135,47,53,13.5,-105,108,52,48,12.5,100,-130,47,53,12.5,-115,-111,50,50,12.5,-110,-120,49,51
78,19.5,-145,-117,3.7,1,0,-2.3,40.0,-10.0,20.7,46,0,0,52,48,50,1100001101,1.1e+19,1.1e+29,11000,34,44,100,1.2,6.16,19.5,19.5,19.5,19.5,-1,-1,19.5,-130,-105,52,48,19.5,102,-103,49,51,19.5,-125,-105,52,48,19.5,-122,-104,52,48,19.5,-125,-105,52,48
79,5.5,-129,-130,-3.6,0,0,1.7,-20.6,-7.5,5.09,47,0,0,50,50,30,1001001000,1e+19,1.0000000000000001e+29,10010,14,42,0,-0.41,-7.5,5.5,5.5,5.5,5.5,-1,-1,5.5,-115,-120,50,50,5.5,100,-132,47,53,5.5,-115,-115,50,50,5.5,-113,-113,50,50,5.5,-115,-115,50,50
80,25.5,-136,-124,-3.5,0,0,-2,6.2,-25.0,25.69,40,0,0,51,49,30,1110000000,1.11e+19,1.11e+29,11100,39,35,29,0.19,0.73,25.5,25.5,25.5,25.5,-1,-1,25.5,-120,-110,51,49,-1,-1,-1,-1,-1,25.5,-120,-110,51,49,-1,-1,-1,-1,-1,25.5,-125,-105,52,48
81,1.5,-141,-120,-3.2,0,0,-4.6,1.7,-12.5,1.53,45,1,0,52,48,40,110000101,1.1e+18,1.1000000000000002e+28,1100,67,49,55,0.03,2.3,1.5,1.5,-1,-1,-1,-1,1.5,-125,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,22.5,-118,-143,-3.2,0,0,0.8,36.8,-60.0,23.6,26,1,0,48,52,30,11000001,1.1e+17,1.1000000000000001e+27,110,0,25,17,1.1,4.9,-1,-1,22.5,22.5,-1,-1,22.5,-130,-105,52,48,-1,-1,-1,-1,-1,22.5,-110,-120,49,51,22.5,-106,-120,49,51,22.5,-105,-125,48,52
83,18.5,-127,-132,-3.2,0,0,7,2.2,-40.0,18.57,34,0,0.1,50,50,30,1000110,1e+16,1e+26,10,55,57,25,0.07,0.36,18.5,18.5,18.5,18.5,-1,-1,18.5,-110,-120,49,51,19.5,-107,104,51,49,18.5,-110,-120,49,51,18.5,-111,-115,50,50,18.5,-115,-115,50,50
84,35.5,-122,-137,-3.2,0,0,2.1,-46.0,20.0,34.12,58,1,0,49,51,60,1110000111,1.11e+19,1.11e+29,11100,69,43,40,-1.38,-3.89,35.5,35.5,35.5,35.5,-1,-1,35.5,-110,-120,49,51,-1,-1,-1,-1,-1,35.5,-110,-120,49,51,35.5,-106,-120,49,51,35.5,-105,-125,48,52
85,8.5,-121,-139,-3.0,0,0,3.1,12.8,-40.0,8.88,34,1,0,48,52,40,10110100,1.01e+17,1.01e+20,101,-1,30,0,0.38,4.52,8.5,8.5,8.5,8.5,-1,-1,8.5,-110,-120,49,51,-1,-1,-1,-1,-1,8.5,-110,-120,49,51,8.5,106,-136,46,54,8.5,-105,-125,48,52
86,3.5,-136,-124,-2.9,0,0,-5.1,40.0,-47.5,4.3,31,1,0,51,49,30,101000001,1.01e+18,1.01e+28,1010,-1,29,0,0.8,22.85,3.5,3.5,3.5,3.5,-1,-1,3.5,-125,-105,52,48,-1,-1,-1,-1,-1,3.5,-125,-105,52,48,3.5,-128,100,53,47,3.5,-125,-105,52,48
87,8.5,-139,-122,2.8,1,0,-3.1,1.2,25.0,8.54,60,0,0,51,49,60,110111100,1.1e+18,1.1000000000000002e+28,1101,5,52,25,0.04,0.43,8.5,8.5,8.5,8.5,-1,-1,8.5,-120,-110,51,49,-1,-1,-1,-1,-1,8.5,-120,-110,51,49,8.5,-130,102,53,47,8.5,-130,100,53,47
88,33.5,-137,-122,-2.8,0,0,-14.4,5.1,10.0,33.65,54,0,0.3,51,49,60,110110110,1.1e+18,1.1000000000000002e+28,1101,45,42,33,0.15,0.45,33.5,33.5,33.5,33.5,-1,-1,32.5,-105,-125,48,52,-1,-1,-1,-1,-1,32.5,-105,-125,48,52,33.5,-104,-122,48,52,33.5,-115,-115,50,50
89,8.5,-110,-154,-2.7,0,-1,4.7,-21.6,-7.5,7.85,47,0,0,46,54,50,101000111,1.01e+18,1.01e+28,1010,69,53,63,-0.65,-7.61,-1,-1,-1,-1,-1,-1,8.5,100,-135,47,53,-1,-1,-1,-1,-1,8.5,100,-130,47,53,8.5,100,-128,47,53,8.5,100,-130,47,53
90,25.5,-129,-130,-2.7,0,-1,-0.6,-31.3,15.0,24.56,56,0,0,50,50,60,111010011,1.11e+18,1.11e+28,1110,51,59,75,-0.94,-3.68,-1,-1,-1,-1,-1,-1,25.5,-125,-105,52,48,-1,-1,-1,-1,-1,25.5,-125,-105,52,48,25.5,-102,-125,48,52,25.5,-115,-115,50,50
91,5.5,-137,-124,-2.6,0,0,-1,17.6,-32.5,5.85,37,0,0,51,49,40,1110010,1.11e+16,1.11e+26,11,41,60,38,0.35,6.4,5.5,5.5,5.5,5.5,-1,-1,5.5,-120,-110,51,49,5.5,-117,-114,50,50,5.5,-120,-110,51,49,5.5,-113,-113,50,50,5.5,-115,-115,50,50
92,6.5,-112,-152,-2.5,0,0,2.7,76.8,-100.0,8.8,9,1,0,47,53,10,1000,10000000000000.0,1e+23,0,41,17,25,2.3,35.44,-1,-1,6.5,6.5,-1,-1,6.5,105,-135,46,54,6.5,-117,-114,50,50,6.5,-105,-125,48,52,6.5,-108,-118,49,51,6.5,-105,-125,48,52
93,0.5,-134,-127,-2.4,0,0,-3,3.4,-12.5,0.55,45,1,0,51,49,40,10001101,1e+17,1.0000000000000002e+27,100,37,39,28,0.05,10.17,0.5,0.5,-1,-1,-1,-1,0.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95,5.5,-118,-143,-2.3,0,0,12.2,-38.7,-5.0,4.73,48,0,0.2,48,52,60,10110111,1.01e+17,1.0100000000000001e+27,101,48,35,50,-0.77,-14.08,-1,-1,5.5,5.5,-1,-1,5.5,-105,-130,48,52,6.5,108,140,54,46,5.5,-105,-125,48,52,5.5,-104,-122,48,52,5.5,-105,-125,48,52
96,1.5,-129,-132,2.1,1,0,1.1,16.4,-5.0,1.83,48,0,0,50,50,50,101110010,1.01e+18,1.01e+28,1011,53,48,50,0.33,21.81,1.5,1.5,-1,-1,-1,-1,1.5,-115,-120,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97,1.5,-137,-124,-2.1,0,0,-2.3,4.1,-12.5,1.58,45,0,0,51,49,50,1110011,1.11e+16,1.11e+26,11,39,49,40,0.08,5.41,1.5,1.5,-1,-1,-1,-1,1.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,7.5,-134,-127,2.0,1,0,5.4,-26.8,27.5,6.7,61,1,0.1,51,49,60,111101010,1.11e+18,1.11e+28,1111,25,47,75,-0.8,-10.71,7.5,7.5,7.5,7.5,-1,-1,7.5,-120,-110,51,49,8.5,107,125,52,48,7.5,-120,-110,51,49,7.5,-113,-113,50,50,7.5,-115,-115,50,50
99,19.5,-136,-124,-2.0,0,0,-0.4,-9.9,-2.5,19.2,49,1,0,51,49,50,1000111100,1e+19,1.0000000000000001e+29,10001,72,56,44,-0.3,-1.52,19.5,19.5,19.5,19.5,-1,-1,19.5,-120,-110,51,49,-1,-1,-1,-1,-1,19.5,-120,-110,51,49,19.5,-108,-118,49,51,19.5,-115,-115,50,50
100,1.5,-114,-148,1.9,1,-1,9.7,-5.0,-5.0,1.4,48,0,0,47,53,50,1100111,1.1e+16,1.1e+26,11,56,43,50,-0.1,-6.62,-1,-1,-1,-1,-1,-1,1.5,100,-130,47,53,1.5,110,-148,44,56,-1,-1,-1,-1,-1,1.5,106,-136,46,54,-1,-1,-1,-1,-1
102,3.5,-121,-139,1.5,1,0,7,8.8,-15.0,3.68,44,0,0,48,52,40,1000001110,1e+19,1.0000000000000001e+29,10000,44,52,38,0.18,5.05,3.5,3.5,3.5,3.5,-1,-1,3.5,-105,-125,48,52,3.5,104,-139,46,54,3.5,-105,-125,48,52,3.5,106,-136,46,54,3.5,100,-130,47,53
103,0.5,-148,-114,-1.5,0,0,-9.6,12.7,0.0,0.69,50,0,0,53,47,40,1100110000,1.1e+19,1.1e+29,11001,55,43,29,0.19,38.04,-1,-1,0.5,0.5,-1,-1,0.5,-135,100,53,47,-1,-1,-1,-1,-1,0.5,-130,100,53,47,-1,-1,-1,-1,-1,0.5,-130,100,53,47
104,5.5,-122,-137,-1.4,0,0,2.8,-20.7,5.0,5.09,52,1,0,49,51,60,101100111,1.01e+18,1.01e+28,1011,34,41,40,-0.41,-7.53,5.5,5.5,5.5,5.5,-1,-1,5.5,-110,-120,49,51,-1,-1,-1,-1,-1,5.5,-110,-120,49,51,5.5,-104,-122,48,52,5.5,-110,-120,49,51
105,22.5,-139,-122,-0.7,0,0,6.2,-19.1,0.0,21.93,50,0,0.1,51,49,50,11011001,1.1e+17,1.1000000000000001e+27,110,32,55,40,-0.57,-2.54,22.5,22.5,22.5,22.5,-1,-1,22.5,-120,-110,51,49,23.5,-107,102,51,49,22.5,-115,-115,50,50,22.5,-111,-115,50,50,22.5,-115,-115,50,50
106,0.5,-112,-152,0.7,1,0,10.4,22.9,-42.5,0.84,33,1,0,47,53,30,100011,1000000000000000.0,9.999999999999999e+24,1,62,63,75,0.34,68.57,0.5,0.5,-1,-1,-1,-1,0.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,27.5,-120,-141,0.6,1,0,8.8,23.8,-40.0,28.21,34,0,0.2,48,52,30,1000110,1e+16,1e+26,10,46,55,25,0.71,2.59,-1,-1,27.5,27.5,-1,-1,27.5,-110,-120,49,51,28.5,100,-106,49,51,27.5,-105,-125,48,52,27.5,-102,-125,48,52,27.5,-110,-120,49,51
108,12.5,-120,-141,0.6,1,0,0.4,7.8,-5.0,12.73,48,0,0,48,52,40,1110100000,1.11e+19,1.11e+29,11101,39,40,29,0.23,1.88,12.5,12.5,12.5,12.5,-1,-1,12.5,-105,-125,48,52,-1,-1,-1,-1,-1,12.5,-105,-125,48,52,12.5,-128,100,53,47,12.5,-115,-115,50,50
109,17.5,-145,-117,-0.5,0,0,-1.2,57.2,-57.5,19.22,27,0,0,52,48,30,1001100,1e+16,1e+26,10,76,60,38,1.72,9.81,17.5,17.5,17.5,17.5,-1,-1,17.5,-130,-105,52,48,17.5,107,-109,48,52,17.5,-115,-105,51,49,17.5,-115,-111,50,50,17.5,-125,-105,52,48
111,27.5,-141,-120,0.3,1,0,-0.9,69.1,-65.0,29.57,24,0,0,52,48,20,1001000,1e+16,1e+26,10,73,60,31,2.07,7.54,27.5,27.5,27.5,27.5,-1,-1,27.5,-125,-105,52,48,27.5,107,-112,48,52,27.5,-125,-105,52,48,27.5,-113,-113,50,50,27.5,-120,-110,51,49
113,23.5,-136,-124,0.3,1,0,-0.8,-3.9,7.5,23.38,53,0,0,51,49,60,1001011110,1e+19,1.0000000000000001e+29,10010,49,53,43,-0.12,-0.49,23.5,23.5,23.5,23.5,-1,-1,23.5,-120,-110,51,49,-1,-1,-1,-1,-1,23.5,-120,-110,51,49,23.5,-113,-113,50,50,23.5,-115,-115,50,50
115,14.5,-148,-115,-0.2,0,0,-3.1,-36.5,42.5,13.4,67,0,0,53,47,70,1101011110,1.1e+19,1.1e+29,11010,47,52,43,-1.1,-7.56,14.5,14.5,14.5,14.5,-1,-1,14.5,-130,-105,52,48,-1,-1,-1,-1,-1,14.5,-125,-105,52,48,14.5,-128,-102,53,47,14.5,-120,-110,51,49
116,16.5,-125,-134,0.2,1,0,2.2,-1.6,-2.5,16.45,49,0,0,49,51,50,100110101,1e+18,1e+28,1001,0,44,25,-0.05,-0.29,16.5,16.5,16.5,16.5,-1,-1,16.5,-110,-120,49,51,-1,-1,-1,-1,-1,16.5,-110,-120,49,51,16.5,-104,-122,48,52,16.5,-105,-125,48,52
119,33.5,-136,-125,0.1,1,0,18.6,-52.4,10.0,31.93,54,0,0.4,51,49,60,10110111,1.01e+17,1.0100000000000001e+27,101,63,46,80,-1.57,-4.69,33.5,33.5,33.5,33.5,-1,-1,33.5,-120,-110,51,49,35.5,108,107,50,50,33.5,-120,-110,51,49,34.5,-122,-104,52,48,33.5,-120,-110,51,49
120,13.5,-148,-115,0.1,1,0,-14.6,32.5,2.5,14.47,51,1,0.3,53,47,50,1110101000,1.11e+19,1.11e+29,11101,43,19,25,0.97,7.22,13.5,13.5,13.5,13.5,-1,-1,13.5,-125,-105,52,48,12.5,-115,-115,50,50,13.5,-130,100,53,47,12.5,100,-128,47,53,13.5,-125,-105,52,48
121,17.5,-129,-130,0.1,1,0,0.4,-7.9,7.5,17.26,53,1,0,50,50,60,110110101,1.1e+18,1.1000000000000002e+28,1101,21,28,36,-0.24,-1.35,17.5,17.5,17.5,17.5,-1,-1,17.5,-115,-115,50,50,-1,-1,-1,-1,-1,17.5,-115,-115,50,50,17.5,-108,-118,49,51,17.5,-115,-115,50,50
122,18.5,-134,-125,23.4,1,0,-1.5,89.4,70.0,21.18,78,0,0,51,49,80,1110111110,1.11e+19,1.11e+29,11101,74,61,60,2.68,14.5,18.5,18.5,18.5,18.5,-1,-1,18.5,-120,-110,51,49,-1,-1,-1,-1,-1,18.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,30.5,-132,-127,-22.6,0,0,5.1,-100.0,-62.5,26.81,25,1,0.1,50,50,20,1000001000,1e+19,1.0000000000000001e+29,10000,48,27,0,-3.69,-12.1,30.5,30.5,30.5,30.5,-1,-1,30.5,-120,-115,50,50,31.5,108,104,50,50,30.5,-125,-105,52,48,30.5,-118,-108,51,49,30.5,-125,-105,52,48
124,44.5,-139,-121,-20.0,0,0,-1.3,-100.0,-30.0,40.2,38,1,0.3,52,48,30,1010000100,1.01e+19,1.01e+29,10100,45,31,25,-4.3,-9.67,44.5,44.5,44.5,44.5,-1,-1,44.5,-125,-105,52,48,45.5,102,106,50,50,44.5,-120,-110,51,49,44.5,-122,-104,52,48,43.5,-110,-120,49,51
125,12.5,-117,-145,18.9,1,0,3.7,57.7,60.0,14.23,74,0,0,48,52,80,1110111110,1.11e+19,1.11e+29,11101,75,56,60,1.73,13.84,12.5,12.5,12.5,12.5,-1,-1,12.5,-105,-130,48,52,-1,-1,-1,-1,-1,12.5,-105,-125,48,52,12.5,100,-128,47,53,-1,-1,-1,-1,-1
126,21.5,-120,-141,-18.8,0,0,2.1,-65.0,-65.0,19.55,24,1,0,48,52,30,100010001,1e+18,1e+28,1000,41,24,25,-1.95,-9.07,21.5,21.5,21.5,21.5,-1,-1,21.5,-105,-125,48,52,21.5,106,-110,48,52,21.5,-105,-125,48,52,21.5,-113,-113,50,50,21.5,-110,-120,49,51
128,1.5,-117,-145,16.9,1,0,4.6,29.8,72.5,2.1,79,0,0,48,52,80,1111101101,1.11e+19,1.11e+29,11111,73,64,75,0.6,39.74,1.5,1.5,1.5,1.5,-1,-1,1.5,-105,-125,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,36.5,-130,-130,-16.9,0,0,-0.9,-85.4,-25.0,33.94,40,0,0,50,50,40,10111000,1.01e+17,1.0100000000000001e+27,101,48,40,67,-2.56,-7.02,36.5,36.5,36.5,36.5,-1,-1,36.5,-115,-115,50,50,-1,-1,-1,-1,-1,36.5,-115,-115,50,50,36.5,-120,-106,51,49,36.5,-120,-110,51,49
130,24.5,-117,-145,16.6,1,16.7,22.7,-11.2,30.0,24.16,62,0,0.6,48,52,70,1010110111,1.01e+19,1.01e+29,10101,67,61,57,-0.34,-1.37,25.5,25.5,24.5,24.5,-1,-1,24.5,110,-140,45,55,25.5,-105,-103,50,50,24.5,110,-140,45,55,25.5,-118,-108,51,49,25.5,-115,-115,50,50
131,3.5,-110,-152,16.0,1,-1,11.1,31.0,50.0,4.12,70,0,0,46,54,70,1111101010,1.11e+19,1.11e+29,11111,42,60,17,0.62,17.69,-1,-1,-1,-1,-1,-1,3.5,100,-135,47,53,3.5,110,-143,45,55,3.5,114,-145,44,56,3.5,108,-138,45,55,3.5,110,-145,45,55
132,3.5,-117,-143,15.9,1,0,2,58.6,42.5,4.67,67,0,0,48,52,70,1001111011,1e+19,1.0000000000000001e+29,10011,65,61,60,1.17,33.51,3.5,3.5,3.5,3.5,-1,-1,3.5,-105,-130,48,52,-1,-1,-1,-1,-1,3.5,-105,-125,48,52,3.5,-122,-104,52,48,-1,-1,-1,-1,-1
133,51.5,-137,-124,-15.8,0,0,3.8,-51.7,-62.5,49.43,25,1,0.1,51,49,20,10100000,1.01e+17,1.0100000000000001e+27,101,42,32,40,-2.07,-4.02,51.5,51.5,51.5,51.5,-1,-1,51.5,-120,-110,51,49,52.5,100,107,51,49,51.5,-120,-110,51,49,51.5,-120,-106,51,49,51.5,-120,-110,51,49
134,6.5,-107,-159,15.4,1,16.7,12.5,22.0,12.5,7.16,55,1,0.3,46,54,60,110010111,1.1e+18,1.1000000000000002e+28,1100,59,52,57,0.66,10.13,-1,-1,7,7,-1,-1,6.5,100,-135,47,53,7.5,112,128,52,48,6.5,120,-150,43,57,6.5,112,-142,45,55,6.5,110,-145,45,55
135,3.5,-125,-136,15.3,1,0,3.4,79.0,15.0,5.08,56,1,0,49,51,50,111001100,1.11e+18,1.11e+28,1110,50,63,40,1.58,45.17,-1,-1,3.5,3.5,-1,-1,3.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.5,-105,-125,48,52
136,22.5,-125,-134,14.5,1,16.7,20.6,44.4,-35.0,23.83,36,1,0.6,49,51,40,10111000,1.01e+17,1.0100000000000001e+27,101,47,32,0,1.33,5.92,23.5,23.5,22.5,22.5,-1,-1,22.5,100,-130,47,53,23.5,-104,-103,50,50,22.5,100,-130,47,53,23.5,-122,-104,52,48,23.5,-125,-105,52,48
137,11.5,-121,-139,14.2,1,0,2.8,20.9,67.5,12.13,77,0,0,48,52,90,1011111111,1.01e+19,1.01e+29,10111,34,27,30,0.63,5.46,11.5,11.5,11.5,11.5,-1,-1,11.5,-105,-125,48,52,-1,-1,-1,-1,-1,11.5,-105,-125,48,52,11.5,-102,-125,48,52,11.5,-110,-120,49,51
138,24.5,-141,-120,13.9,1,0,-9.3,84.4,30.0,27.03,62,0,0.2,52,48,60,101111100,1.01e+18,1.01e+28,1011,20,33,0,2.53,10.33,24.5,24.5,24.5,24.5,-1,-1,24.5,-125,-105,52,48,-1,-1,-1,-1,-1,24.5,-125,-105,52,48,24.5,-115,-111,50,50,23.5,-105,-125,48,52
139,11.5,-117,-145,13.9,1,16.7,10.5,31.7,-2.5,12.45,49,1,0.3,48,52,50,1010100110,1.01e+19,1.01e+29,10101,55,46,76,0.95,8.26,12,12,-1,-1,-1,-1,11.5,105,-140,46,54,12.5,100,120,52,48,11.5,105,-135,46,54,11.5,104,-132,46,54,11.5,100,-130,47,53
140,24.5,-122,-137,-13.3,0,0,0.6,-67.7,-22.5,22.47,41,0,0,49,51,40,10111000,1.01e+17,1.0100000000000001e+27,101,52,48,50,-2.03,-8.29,24.5,24.5,24.5,24.5,-1,-1,24.5,-110,-120,49,51,-1,-1,-1,-1,-1,24.5,-110,-120,49,51,24.5,-115,-111,50,50,24.5,-115,-115,50,50
141,16.5,-137,-124,13.2,1,0,-2,95.4,-2.5,19.36,49,1,0,51,49,50,1010110010,1.01e+19,1.01e+29,10101,68,44,64,2.86,17.35,16.5,16.5,16.5,16.5,-1,-1,16.5,-120,-110,51,49,-1,-1,-1,-1,-1,16.5,-125,-105,52,48,-1,-1,-1,-1,-1,16.5,-120,-110,51,49
142,26.5,-132,-127,13.1,1,0,-1.3,15.5,75.0,26.97,80,0,0,50,50,90,1011111111,1.01e+19,1.01e+29,10111,25,30,20,0.47,1.76,26.5,26.5,26.5,26.5,-1,-1,26.5,-120,-115,50,50,-1,-1,-1,-1,-1,26.5,-115,-115,50,50,26.5,-122,-104,52,48,26.5,-120,-110,51,49
143,23.5,-118,-143,11.9,1,0,7.5,14.2,47.5,23.92,69,0,0.1,48,52,70,1111010110,1.11e+19,1.11e+29,11110,36,44,42,0.42,1.81,23.5,23.5,23.5,23.5,-1,-1,23.5,-105,-125,48,52,24.5,107,108,50,50,23.5,-110,-120,49,51,23.5,-113,-113,50,50,23.5,-115,-115,50,50
144,25.5,-137,-122,-11.3,0,0,6.2,-100.0,10.0,22.49,54,1,0.1,51,49,60,1110101100,1.11e+19,1.11e+29,11101,52,39,50,-3.01,-11.79,25.5,25.5,25.5,25.5,-1,-1,25.5,-120,-110,51,49,26.5,108,108,50,50,25.5,-120,-110,51,49,25.5,-111,-115,50,50,25.5,-115,-115,50,50
145,22.5,-118,-143,11.3,1,16.7,21,37.6,-50.0,23.63,30,1,0.6,48,52,20,10000001,1e+17,1.0000000000000002e+27,100,-1,24,-1,1.13,5.01,23.5,23.5,22.5,22.5,-1,-1,22.5,-105,-130,48,52,23.5,108,-113,48,52,22.5,-105,-125,48,52,23.5,-115,-111,50,50,23.5,-130,100,53,47
146,2.5,-112,-152,11.3,1,-1,9.1,61.4,-7.5,3.73,47,0,0,47,53,50,1011011,1.01e+16,1.01e+26,10,55,69,50,1.23,49.15,-1,-1,-1,-1,-1,-1,2.5,100,-135,47,53,2.5,107,-143,45,55,2.5,100,-130,47,53,2.5,106,-136,46,54,2.5,105,-140,46,54
147,17.5,-118,-143,11.2,1,0,2.6,68.8,0.0,19.56,50,0,0,48,52,50,1011000110,1.01e+19,1.01e+29,10110,40,54,9,2.06,11.79,17.5,17.5,17.5,17.5,-1,-1,17.5,-105,-125,48,52,17.5,110,-113,47,53,17.5,-105,-125,48,52,17.5,-108,-118,49,51,17.5,-110,-120,49,51
148,32.5,-122,-137,11.1,1,0,19.8,82.6,-55.0,34.98,28,1,0.4,49,51,30,10011000,1e+17,1.0000000000000002e+27,100,41,20,0,2.48,7.62,32.5,32.5,32.5,32.5,-1,-1,32.5,-110,-120,49,51,33.5,-105,-104,50,50,32.5,-110,-120,49,51,33.5,-120,-106,51,49,33.5,-120,-110,51,49
149,26.5,-132,-127,-10.8,0,0,6.1,-65.9,-20.0,24.52,42,0,0.1,50,50,50,11001101,1.1e+17,1.1000000000000001e+27,110,24,43,27,-1.98,-7.47,26.5,26.5,26.5,26.5,-1,-1,26.5,-120,-110,51,49,27.5,110,104,49,51,26.5,-120,-110,51,49,26.5,-111,-115,50,50,26.5,-120,-110,51,49
150,10.5,-134,-125,10.7,1,0,-2.2,96.7,-20.0,13.4,42,0,0,51,49,30,100100100,1e+18,1e+28,1001,44,66,33,2.9,27.62,10.5,10.5,10.5,10.5,-1,-1,10.5,-120,-110,51,49,10.5,102,105,50,50,10.5,-120,-110,51,49,10.5,-128,100,53,47,10.5,-125,-105,52,48
151,27.5,-120,-141,10.5,1,0,2,50.6,15.0,29.02,56,0,0,48,52,60,110101011,1.1e+18,1.1000000000000002e+28,1101,17,27,0,1.52,5.52,27.5,27.5,27.5,27.5,-1,-1,27.5,-105,-125,48,52,27.5,104,-109,48,52,27.5,-110,-120,49,51,27.5,-108,-118,49,51,27.5,-110,-120,49,51
152,36.5,-139,-121,-10.5,0,-16.7,-14.7,18.2,-15.0,37.05,44,0,0.4,52,48,50,110010110,1.1e+18,1.1000000000000002e+28,1100,36,35,25,0.55,1.49,35.5,35.5,36.5,36.5,-1,-1,36.5,-125,-105,52,48,36.5,102,107,51,49,36.5,-125,-105,52,48,35.5,-113,-113,50,50,35.5,-115,-115,50,50
153,0.5,-141,-120,10.4,1,0,-6.1,8.4,75.0,0.63,80,1,0,52,48,80,1111011011,1.11e+19,1.11e+29,11110,50,66,80,0.13,25.21,0.5,0.5,-1,-1,-1,-1,0.5,-125,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
154,16.5,-143,-118,-10.2,0,-16.7,-13.6,22.4,-20.0,17.17,42,1,0.4,52,48,50,1001111,1e+16,1e+26,10,-1,49,0,0.67,4.07,15.5,15.5,16.5,16.5,-1,-1,16.5,-125,-105,52,48,16.5,-104,102,51,49,16.5,-125,-105,52,48,15.5,-104,-122,48,52,15.5,-105,-125,48,52
155,9.5,-124,-136,10.0,1,0,-0.5,30.4,37.5,10.41,65,0,0,49,51,60,1100111001,1.1e+19,1.1e+29,11001,26,33,23,0.91,9.6,9.5,9.5,9.5,9.5,-1,-1,9.5,-110,-120,49,51,-1,-1,-1,-1,-1,9.5,-110,-120,49,51,9.5,-125,-102,52,48,9.5,-120,-110,51,49
156,1.5,-150,-113,-9.9,0,-1,-11.4,-19.4,-20.0,1.11,42,0,0,53,47,40,111001000,1.11e+18,1.11e+28,1110,53,32,60,-0.39,-25.85,-1,-1,-1,-1,-1,-1,1.5,-135,100,53,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,-150,118,57,43,-1,-1,-1,-1,-1
157,34.5,-121,-139,-8.8,0,0,1.1,-31.2,-30.0,33.56,38,1,0,48,52,40,1100110000,1.1e+19,1.1e+29,11001,37,28,25,-0.94,-2.71,34.5,34.5,34.5,34.5,-1,-1,34.5,-105,-125,48,52,34.5,-105,-104,50,50,34.5,-105,-125,48,52,34.5,-115,-111,50,50,34.5,-115,-115,50,50
158,34.5,-130,-130,-8.5,0,0,13.7,-91.1,2.5,31.77,51,1,0.3,50,50,60,1010111100,1.01e+19,1.01e+29,10101,59,39,75,-2.73,-7.93,34.5,34.5,34.5,34.5,-1,-1,34.5,-115,-115,50,50,35.5,110,102,49,51,34.5,-110,-120,49,51,35.5,-122,-104,52,48,34.5,-110,-120,49,51
160,6.5,-112,-150,8.3,1,8.3,6.8,-2.4,22.5,6.43,59,0,0.1,47,53,60,1100011101,1.1e+19,1.1e+29,11000,42,55,33,-0.07,-1.11,7,7,6.5,6.5,-1,-1,6.5,100,-135,47,53,-1,-1,-1,-1,-1,6.5,114,-145,44,56,6.5,106,-136,46,54,6.5,105,-140,46,54
